avatar_subtle,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,z1,z2,human_annotation,subtle_super_clusters,subtle_sub_clusters,Corrlation,moving,moving2,cca,ccf
7068,-5.6306,-6.6573,4.8117,-6.1467,-4.2876,4.2456,-7.6188,-4.4987,0.90825,-6.6324,-3.486,2.5734,-5.3717,-1.87,0.54267,-7.7183,-1.8242,0.47983,-8.0856,-2.2768,3.1645,-7.6564,-1.7107,2.9672,-6.8913,-8.5627,0.4549,0.6501808,-1.6887325,grooming,3,34,na,False,False,,
7069,-5.6267,-6.9316,4.8117,-6.102,-4.4157,4.3257,-7.6188,-4.5065,0.90556,-6.6357,-3.6608,2.5734,-5.3717,-1.87,0.54192,-7.7183,-1.8517,0.48323,-8.1313,-2.329,3.1645,-7.6564,-1.7958,3.0256,-6.8462,-8.5627,0.44284,0.33307272,-1.4396784,grooming,3,34,na,False,False,,
7070,-5.6267,-7.1253,4.8117,-6.0772,-4.5421,4.3257,-7.6188,-4.5469,0.89316,-6.6391,-3.7903,2.5734,-5.3717,-1.8608,0.54076,-7.7183,-1.8517,0.48624,-8.1319,-2.3384,3.1645,-7.6564,-1.9824,3.1336,-6.8462,-8.5627,0.44284,0.34217831,-1.5476838,grooming,3,34,na,False,False,,
7071,-5.6267,-7.2587,4.8117,-6.0548,-4.6109,4.3661,-7.6188,-4.6713,0.88105,-6.6432,-3.8783,2.5734,-5.3717,-1.8517,0.53987,-7.7183,-1.8517,0.48624,-8.1519,-2.3418,3.1659,-7.6564,-2.1088,3.2079,-6.8462,-8.5627,0.44284,0.09042345,-0.9703407,grooming,3,15,na,False,False,,
7072,-5.3653,-7.3255,5.0947,-6.0522,-4.6347,4.4063,-7.6188,-4.8029,0.88105,-6.6516,-3.982,2.5734,-5.3717,-1.8517,0.53896,-7.7183,-1.8517,0.48697,-8.192,-2.3583,3.1659,-7.6564,-2.1172,3.2262,-6.8381,-8.5627,0.44242,0.44921327,-0.9335409,grooming,3,15,na,False,False,,
7073,-5.2618,-7.3811,5.3194,-6.0522,-4.9198,4.4354,-7.6188,-4.8433,0.88105,-6.669,-4.157,2.5734,-5.3717,-1.8517,0.51696,-7.7183,-1.8517,0.48768,-8.2283,-2.5207,3.1659,-7.6564,-2.9609,3.2902,-6.8277,-8.5627,0.43969,0.43567762,-0.75802714,grooming,3,15,na,False,False,,
7074,-5.1922,-7.4181,5.3194,-6.0522,-5.2079,4.4532,-7.6188,-4.8433,0.88105,-6.6805,-4.3638,2.5734,-5.3717,-1.8517,0.4951,-7.7183,-1.8517,0.48822,-8.3153,-2.7264,3.1659,-7.6564,-3.8045,3.3416,-6.8172,-8.5627,0.43652,0.31889266,-1.02755,grooming,3,15,na,False,False,,
7075,-5.1656,-7.4531,5.3194,-6.0522,-5.2757,4.4532,-7.6188,-4.8433,0.88105,-6.6805,-4.4967,2.5734,-5.3717,-1.8517,0.49441,-7.7183,-1.8608,0.48878,-8.3893,-2.783,3.1659,-7.6554,-3.8088,3.3416,-6.8091,-8.5627,0.43333,0.6760545,-1.0774049,grooming,3,15,na,False,False,,
7076,-5.1366,-7.4531,5.3194,-6.0522,-5.332,4.4532,-7.6188,-4.8433,0.88105,-6.6805,-4.5486,2.5734,-5.3717,-1.8333,0.49406,-7.7183,-1.87,0.48882,-8.3939,-2.7848,3.1659,-7.6554,-3.8147,3.3424,-6.8048,-8.5627,0.42611,2.1527374,-0.099589676,grooming,4,24,na,False,False,,
7077,-5.0752,-7.4531,5.2229,-6.0449,-5.555,4.4532,-7.6188,-4.8433,0.88105,-6.6805,-4.5767,2.5734,-5.3717,-1.815,0.49397,-7.7183,-2.365,0.48978,-8.3992,-2.7877,3.1659,-7.6541,-3.8205,3.3424,-6.7949,-8.5627,0.42075,2.9151826,0.7068063,grooming,4,67,na,False,False,,
7078,-5.0207,-7.4531,5.0985,-6.0227,-5.8554,4.4354,-7.6188,-4.8433,0.88105,-6.6805,-4.6069,2.5584,-5.3717,-1.815,0.48354,-7.7183,-3.1075,0.48978,-8.4025,-2.7897,3.1659,-7.6519,-3.8425,3.3424,-6.7792,-8.5627,0.42028,3.0842326,0.77178204,grooming,4,67,na,False,False,,
7079,-4.9989,-7.4531,4.8871,-5.9822,-6.0014,4.4063,-7.6188,-4.8433,0.89345,-6.6805,-4.6069,2.5423,-5.3717,-1.815,0.48354,-7.7183,-3.355,0.48978,-8.4028,-2.7923,3.1659,-7.6507,-3.8603,3.3424,-6.7649,-8.5627,0.41963,3.044425,0.646274,grooming,4,67,na,False,False,,
7080,-4.9841,-7.4531,4.6252,-5.7783,-6.0574,4.383,-7.6188,-4.8433,0.9364,-6.6805,-4.6069,2.5379,-5.3717,-1.815,0.46732,-7.81,-3.355,0.49022,-8.4042,-2.7993,3.1659,-7.6507,-3.8603,3.3424,-6.7582,-8.5627,0.41591,2.7007246,0.015533361,grooming,4,24,na,False,False,,
7081,-4.963,-7.4925,4.6252,-5.534,-6.0574,4.3804,-7.6188,-4.8433,0.9364,-6.6805,-4.6069,2.5301,-5.3717,-1.815,0.46099,-7.9475,-3.355,0.50564,-8.4063,-2.806,3.1659,-7.6507,-3.8603,3.3424,-6.754,-8.5627,0.41591,2.3392975,-1.8573544,grooming,1,68,na,False,False,,
7082,-4.9271,-7.4925,4.5181,-5.5153,-6.0574,4.3728,-7.6188,-4.8433,0.9364,-6.6805,-4.6069,2.5117,-5.3717,-1.8058,0.43511,-7.9933,-3.355,0.52198,-8.4078,-2.8085,3.1645,-7.6507,-3.8603,3.3424,-6.7464,-8.5627,0.41591,2.0787508,-1.7035388,grooming,4,22,na,False,False,,
7083,-4.8903,-7.4925,4.5141,-5.3442,-6.0574,4.3712,-7.6188,-4.8433,0.9364,-6.6864,-4.6069,2.4959,-5.3717,-1.7967,0.40953,-7.9933,-3.355,0.52377,-8.4089,-2.8101,3.1632,-7.6507,-3.8603,3.3424,-6.7358,-8.5627,0.41507,2.0076435,-1.2643002,grooming,4,28,na,False,False,,
7084,-4.8903,-7.4925,4.5004,-5.1457,-6.0574,4.3647,-7.6188,-4.8433,0.9364,-6.6952,-4.6069,2.489,-5.3717,-1.7967,0.40675,-7.9933,-3.355,0.52422,-8.4107,-2.8108,3.1615,-7.6507,-3.8603,3.3424,-6.7306,-8.5627,0.41465,1.8639407,-1.9615456,grooming,4,22,na,False,False,,
7085,-4.8728,-7.5137,4.5004,-5.0994,-6.0574,4.3515,-7.6188,-4.8433,0.9364,-6.6952,-4.6069,2.4814,-5.3808,-1.7967,0.39721,-7.9933,-3.355,0.53266,-8.4107,-2.8108,3.1615,-7.6507,-3.8603,3.3424,-6.7278,-8.5627,0.41465,1.6622443,-2.2056093,grooming,3,27,na,False,False,,
7086,-4.8728,-7.5137,4.5004,-5.0573,-6.0574,4.3423,-7.6188,-4.8433,0.93893,-6.6952,-4.6069,2.4775,-5.3808,-1.7967,0.39034,-7.9933,-3.3642,0.54113,-8.4107,-2.8108,3.0927,-7.6507,-3.8603,3.3424,-6.7228,-8.5627,0.41465,1.9984157,-1.7675537,grooming,4,22,na,False,False,,
7087,-4.8017,-7.5137,4.5004,-5.0303,-6.0574,4.3338,-7.568,-4.8433,0.97108,-6.6952,-4.6069,2.4765,-5.3808,-1.7967,0.39031,-7.9933,-3.3642,0.54116,-8.4107,-2.8108,3.0244,-7.6507,-3.8603,3.3424,-6.7192,-8.5627,0.41465,1.4934411,-2.5521758,grooming,3,27,na,False,False,,
7088,-4.8017,-7.4925,4.5004,-5.0303,-6.0574,4.3104,-7.5173,-4.8433,0.97108,-6.6952,-4.6069,2.4743,-5.3808,-1.7967,0.39029,-7.9933,-3.3642,0.54159,-8.4107,-2.8108,3.0178,-7.6507,-3.8603,3.3424,-6.7179,-8.5627,0.41465,2.1124325,-1.8183012,grooming,4,22,na,False,False,,
7089,-4.8728,-7.4531,4.4844,-5.0303,-6.0574,4.2511,-7.4351,-4.8433,0.97544,-6.6952,-4.6069,2.4709,-5.3808,-1.7967,0.38996,-7.9933,-3.3733,0.54159,-8.4107,-2.8108,3.0094,-7.6507,-3.8603,3.3298,-6.716,-8.5627,0.41284,2.0349758,-2.0721269,grooming,4,22,na,False,False,,
7090,-4.8728,-7.4416,4.4723,-5.0303,-6.0574,4.1945,-7.3468,-4.8433,0.97544,-6.6882,-4.6069,2.468,-5.3717,-1.7967,0.38996,-8.0025,-3.3642,0.54159,-8.4089,-2.8136,3.0094,-7.6507,-3.8603,3.3281,-6.716,-8.5627,0.40219,3.024912,-1.7583042,grooming,1,37,na,False,False,,
7091,-4.8903,-7.3811,4.4559,-5.0303,-5.9932,4.1596,-7.3348,-4.8433,0.97544,-6.6834,-4.5775,2.4664,-5.3717,-1.8058,0.39029,-8.0117,-3.3642,0.54159,-8.4078,-2.8136,3.0054,-7.6507,-3.8603,3.3272,-6.716,-8.5627,0.40219,3.4195077,-1.5174124,grooming,3,14,na,False,False,,
7092,-4.8903,-7.34,4.442,-5.0303,-5.9932,4.1309,-7.2878,-4.8433,0.9798,-6.6811,-4.5495,2.4637,-5.3717,-1.8058,0.38996,-8.0117,-3.3733,0.54116,-8.4063,-2.8136,3.0029,-7.6411,-3.8603,3.326,-6.7144,-8.5627,0.40219,3.845916,-1.6054499,grooming,1,73,na,False,False,,
7093,-4.8903,-7.2078,4.442,-5.0303,-5.9789,4.1309,-7.1956,-4.8476,0.9798,-6.6785,-4.5301,2.4571,-5.3717,-1.8058,0.38964,-8.0117,-3.3733,0.54113,-8.4042,-2.8159,2.9982,-7.6307,-3.8603,3.3235,-6.7109,-8.5627,0.40219,4.072953,-1.5421933,grooming,1,73,na,False,False,,
7094,-4.9532,-7.0432,4.3872,-5.0303,-5.9789,4.1309,-7.1186,-4.9121,0.9812,-6.6748,-4.5301,2.4499,-5.3717,-1.8058,0.38962,-8.0117,-3.3733,0.54108,-8.4028,-2.823,2.9938,-7.6284,-3.8603,3.3211,-6.7016,-8.5627,0.41284,4.155798,-1.5238167,grooming,1,73,na,False,False,,
7095,-4.9532,-6.9911,4.3872,-5.0303,-5.9789,4.1225,-6.5416,-5.0495,0.9837,-6.6726,-4.4986,2.4295,-5.3717,-1.8058,0.38962,-8.0117,-3.3733,0.54108,-8.4028,-2.823,2.9917,-7.627,-3.8603,3.3195,-6.6937,-8.5627,0.41465,4.114843,-1.4967296,grooming,1,73,na,False,False,,
7096,-4.9532,-6.9712,4.3872,-5.0303,-5.8768,4.1225,-6.0294,-5.0495,0.98671,-6.6711,-4.4766,2.4023,-5.3717,-1.8058,0.38959,-8.0117,-3.3733,0.54108,-8.3995,-2.823,2.9888,-7.6256,-3.8603,3.319,-6.6937,-8.5627,0.41687,4.0981064,-1.5059714,grooming,1,73,na,False,False,,
7097,-4.9532,-6.9435,4.3872,-5.0303,-5.8103,4.1225,-6.0053,-5.0495,0.98933,-6.6688,-4.4574,2.3919,-5.3717,-1.815,0.38959,-8.0208,-3.3733,0.54108,-8.3939,-2.823,2.9871,-7.6233,-3.8603,3.3174,-6.6937,-8.5627,0.41814,4.0971494,-1.554076,grooming,1,73,na,False,False,,
7098,-4.8903,-6.9319,4.3872,-5.0303,-5.7102,4.1225,-5.8913,-5.0495,0.98933,-6.6652,-4.419,2.3621,-5.3717,-1.815,0.38959,-8.0208,-3.3733,0.54108,-8.3893,-2.823,2.984,-7.6219,-3.8603,3.3146,-6.6882,-8.5627,0.41814,4.1261325,-1.5399371,grooming,1,73,na,False,False,,
7099,-4.829,-6.9319,4.3872,-5.0303,-5.4976,4.1048,-5.7814,-5.0495,0.99006,-6.6609,-4.2729,2.3292,-5.3717,-1.815,0.38959,-8.0117,-3.3733,0.54113,-8.3774,-2.823,2.9811,-7.6185,-3.8603,3.3106,-6.6848,-8.5627,0.42022,-1.2311686,-1.4420097,grooming,0,12,na,False,False,,
7100,-4.7506,-6.9092,4.3872,-5.0043,-5.1012,4.0905,-5.7814,-5.0495,0.99031,-6.6577,-3.9965,2.3156,-5.3717,-1.815,0.38959,-8.0117,-3.3642,0.54113,-8.3199,-2.823,2.9802,-7.6158,-3.7376,3.2777,-6.6842,-8.5627,0.42171,-0.62268615,-0.8129878,grooming,0,12,na,False,False,,
7101,-4.6873,-6.6562,4.3446,-4.9497,-4.6704,4.0382,-5.7814,-5.0495,0.99056,-6.6119,-3.772,2.2979,-5.3717,-1.815,0.38959,-8.0117,-3.3642,0.54113,-8.1811,-2.823,2.9782,-7.6155,-3.615,3.2476,-6.6842,-8.5627,0.42272,-0.6493783,-0.31815052,grooming,0,36,na,False,False,,
7102,-4.6873,-5.9213,4.3446,-4.8863,-4.3687,3.997,-5.8913,-4.9433,0.99056,-6.5554,-3.7034,2.2804,-5.3717,-1.815,0.38959,-8.0117,-3.3642,0.54113,-8.0266,-2.815,2.9518,-7.6155,-3.615,3.2476,-6.6818,-8.5627,0.42623,-0.9146182,-0.1169283,grooming,0,35,na,False,False,,
7103,-4.6873,-4.9395,4.1207,-4.8002,-4.2157,3.924,-6.0053,-4.883,1.0047,-6.5063,-3.6631,2.2597,-5.3717,-1.815,0.38959,-8.0117,-3.3642,0.54113,-7.9568,-2.8048,2.9106,-7.6155,-3.615,3.2476,-6.6762,-8.5627,0.42623,-1.6817963,0.26434267,grooming,0,9,na,False,False,,
7104,-4.6873,-4.4622,3.8967,-4.8002,-4.0527,3.5809,-6.044,-4.7683,1.0215,-6.4517,-3.6192,2.2052,-5.3717,-1.815,0.38959,-8.0025,-3.3642,0.54108,-7.7887,-2.7016,2.8822,-7.6155,-2.6978,3.0183,-6.6762,-8.5627,0.42623,-1.804236,0.22243688,grooming,0,9,na,False,False,,
7105,-4.6873,-4.4622,3.8967,-4.8002,-3.5698,3.2836,-6.081,-4.6642,1.0267,-6.397,-3.5841,2.0714,-5.3717,-1.815,0.38959,-7.9933,-3.355,0.53816,-7.569,-2.4898,2.6288,-7.6135,-1.7065,2.6789,-6.6762,-8.5627,0.43347,-2.0971344,0.3773832,grooming,0,9,na,False,False,,
7106,-4.631,-3.4318,2.9586,-4.8002,-3.0313,2.9831,-6.186,-4.6347,1.0309,-6.2784,-3.5547,1.8543,-5.3717,-1.815,0.38962,-7.9933,-3.355,0.51497,-7.4893,-2.2987,2.292,-7.5518,-1.5737,2.3664,-6.6762,-8.5627,0.44886,-2.811315,0.46528828,grooming,0,30,na,False,False,,
7107,-4.6079,-2.4015,2.0081,-4.8002,-2.4388,2.4607,-6.3053,-4.6258,1.0421,-6.1858,-3.4606,1.6877,-5.3717,-1.815,0.38962,-7.9933,-3.355,0.49358,-7.0263,-2.1773,2.0069,-7.4802,-1.5007,1.9285,-6.6783,-8.5627,0.46096,-2.2217195,0.36997363,grooming,0,9,na,False,False,,
7108,-4.4841,-1.7106,1.9668,-4.8002,-1.8986,2.215,-6.3386,-4.5781,1.0622,-6.1285,-3.2457,1.6046,-5.3717,-1.815,0.38962,-7.9933,-3.355,0.49202,-6.5838,-2.1266,1.8127,-7.4561,-1.4539,1.6866,-6.6783,-8.5627,0.50022,-1.9027292,0.27901825,grooming,0,9,na,False,False,,
7109,-4.2377,-0.95063,1.9379,-4.8002,-1.5713,2.215,-6.3544,-4.5293,1.0622,-6.0788,-2.961,1.5594,-5.3717,-1.815,0.40409,-7.9842,-3.355,0.49036,-6.5021,-2.1025,1.7691,-7.4383,-1.3998,1.6659,-6.6783,-8.5627,0.57546,-1.644788,0.11210197,grooming,0,9,na,False,False,,
7110,-3.8238,-0.95063,1.9379,-4.8002,-1.3005,2.215,-6.3838,-4.5238,1.0687,-6.0159,-2.6219,1.5594,-5.3717,-1.815,0.41885,-7.975,-3.3458,0.48661,-6.3797,-1.8992,1.7238,-7.3992,-1.3685,1.651,-6.6783,-8.5627,0.6252,-1.2570711,0.45422527,grooming,0,0,na,False,False,,
7111,-3.8238,-0.88001,1.9379,-4.8002,-1.2234,2.215,-6.4,-4.4926,1.0737,-5.8657,-2.3031,1.5594,-5.3717,-1.815,0.48048,-7.9658,-3.3367,0.48397,-6.3256,-1.423,1.7007,-7.167,-1.3388,1.6371,-6.6783,-8.5627,0.80981,-0.4006511,1.1042924,grooming,0,0,na,False,False,,
7112,-3.8238,-0.87153,1.916,-4.8002,-1.2213,2.215,-6.4064,-4.4548,1.0737,-5.6409,-2.0268,1.5594,-5.3625,-1.815,0.5493,-7.9475,-3.2908,0.48334,-6.3113,-1.1039,1.6697,-6.967,-1.25,1.6229,-6.6783,-8.5627,0.99874,1.1754186,2.5323963,grooming,4,40,na,False,False,,
7113,-3.8238,-0.86137,1.891,-4.8002,-1.2189,2.215,-6.4064,-4.3726,1.075,-5.3313,-1.8481,1.5594,-5.3533,-1.815,0.59765,-7.7092,-2.6125,0.48244,-6.2339,-1.0618,1.3906,-6.9317,-1.0458,1.6185,-6.682,-8.5627,1.0217,0.92364657,2.9327295,grooming,4,59,na,True,False,,
7114,-3.7943,-0.85079,1.8831,-4.2576,-1.2144,2.215,-6.4064,-4.0294,1.081,-4.9373,-1.7621,1.5594,-5.3533,-1.815,0.64819,-7.315,-1.2008,0.48203,-5.9015,-1.0466,1.1193,-6.6664,-0.87931,1.6124,-6.6943,-8.5627,1.0313,0.3811347,2.8990881,grooming,4,23,na,True,False,,
7115,-3.1145,-0.8361,1.8646,-3.6182,-1.2062,2.215,-6.4064,-3.6002,1.081,-4.6453,-1.6872,1.5594,-5.3533,-1.815,0.6579,-7.1592,-0.42167,0.4612,-5.4737,-1.0399,1.1114,-6.2586,-0.62589,1.6022,-6.7349,-8.5627,1.0377,0.5091479,2.7261252,grooming,4,23,na,True,False,,
7116,-2.6781,-0.8237,1.8646,-3.4804,-1.1992,2.215,-6.4064,-3.3161,1.0953,-4.5244,-1.6509,1.5594,-5.3533,-1.815,0.67724,-7.1592,-0.4125,0.4374,-5.2949,-0.9753,1.1094,-6.0558,-0.3801,1.5797,-6.8037,-8.5461,1.0599,0.58749884,2.4560723,grooming,4,59,na,True,False,,
7117,-2.5496,-0.71178,1.8508,-3.3265,-1.197,2.215,-6.4064,-3.1854,1.126,-4.4569,-1.6432,1.5594,-5.3533,-1.815,0.69658,-7.15,-0.385,0.43221,-5.2795,-0.88643,1.0957,-6.0224,-0.3526,1.5422,-6.8389,-8.4725,1.0968,0.61782765,1.8744266,grooming,4,1,na,False,False,,
7118,-2.4863,-0.56043,1.8508,-3.2304,-1.1914,2.215,-6.4064,-3.1854,1.1647,-4.4295,-1.6229,1.5594,-5.3533,-1.815,0.69658,-7.15,-0.3575,0.42962,-5.2583,-0.83094,1.0823,-6.0005,-0.32841,1.5192,-6.9423,-8.405,1.1158,0.71381915,1.6611662,grooming,4,1,na,False,False,,
7119,-2.4298,-0.46297,1.8508,-3.1307,-1.1788,2.215,-6.4064,-3.1813,1.1843,-4.4214,-1.5945,1.5594,-5.3533,-1.815,0.69658,-7.15,-0.34833,0.42918,-5.1563,-0.66581,1.0689,-5.9174,-0.29923,1.5168,-7.0734,-8.3803,1.1184,-0.21881665,0.90338826,grooming,0,0,na,False,False,,
7120,-2.3823,-0.40017,1.8508,-2.9524,-1.1693,2.215,-6.4064,-3.1811,1.1843,-4.3628,-1.5795,1.5594,-5.3533,-1.815,0.69658,-7.15,-0.34833,0.39806,-4.551,-0.46589,0.72811,-5.8452,-0.28783,1.2788,-7.1051,-8.3583,1.1189,-0.17800789,-0.23437904,grooming,0,36,na,False,False,,
7121,-2.3444,-0.40017,1.8508,-2.7813,-1.1693,2.215,-6.4064,-3.1799,1.1843,-4.2829,-1.574,1.5594,-5.3533,-1.815,0.69658,-7.15,-0.33917,0.36392,-4.0242,-0.40333,0.38198,-5.8284,-0.28139,1.0424,-7.3609,-8.3268,1.119,-0.30488855,-0.3561754,grooming,0,36,na,False,False,,
7122,-2.2633,-0.40017,1.8508,-2.72,-1.1693,2.215,-6.4097,-3.179,1.1865,-4.259,-1.5558,1.5594,-5.3533,-1.815,0.69692,-7.15,-0.33,0.36094,-4.015,-0.40333,0.33986,-5.8183,-0.27373,1.0387,-7.6167,-8.274,1.1197,-0.38356608,-0.6300033,grooming,0,36,na,False,False,,
7123,-2.2475,-0.38738,1.8508,-2.72,-1.1693,2.2327,-6.4109,-3.175,1.1865,-4.259,-1.5386,1.5594,-5.3533,-1.815,0.69692,-7.15,-0.33,0.34024,-4.015,-0.40333,0.30501,-5.8164,-0.26787,1.0299,-7.6167,-8.2433,1.1202,-0.65918577,-0.9602338,grooming,0,12,na,False,False,,
7124,-2.2475,-0.3577,1.8646,-2.72,-1.1665,2.2489,-6.4169,-3.175,1.1858,-4.259,-1.5315,1.6128,-5.3533,-1.815,0.69692,-7.15,-0.33,0.31879,-3.9967,-0.40333,0.29379,-5.3006,-0.25789,0.70724,-7.6659,-8.1902,1.1207,-0.50016546,-0.69915986,grooming,0,36,na,False,False,,
7125,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-3.1713,1.1836,-4.259,-1.5272,1.675,-5.3533,-1.815,0.69692,-7.15,-0.33,0.31879,-3.9508,-0.40333,0.29361,-4.7942,-0.24385,0.38827,-7.7171,-8.1349,1.1207,-0.19474651,-1.6075789,grooming,3,33,na,False,False,,
7126,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-3.1711,1.1813,-4.259,-1.5253,1.675,-5.3533,-1.815,0.69726,-7.15,-0.33,0.31874,-3.905,-0.40333,0.29343,-4.7942,0.41301,0.38447,-7.7195,-8.1286,1.1207,0.19577003,-1.806715,grooming,3,34,na,False,False,,
7127,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-3.1059,1.1646,-4.259,-1.522,1.675,-5.3533,-1.815,0.69726,-7.15,-0.33,0.31874,-3.905,-0.40333,0.29303,-4.7942,1.0725,0.37945,-7.7204,-8.1275,1.1207,1.4184738,-2.3696275,grooming,3,27,na,False,False,,
7128,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-3.0305,1.1646,-4.259,-1.5184,1.675,-5.3442,-1.815,0.69726,-7.15,-0.33,0.31874,-3.905,-0.40333,0.29265,-4.7942,1.0817,0.37677,-7.7209,-8.1262,1.1207,1.429333,-2.3987584,grooming,3,27,na,False,False,,
7129,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-3.011,1.1646,-4.259,-1.5166,1.675,-5.3442,-1.815,0.69726,-7.15,-0.33,0.31874,-3.905,-0.40333,0.29264,-4.7942,1.0817,0.37626,-7.721,-8.1256,1.1207,1.4563996,-2.3229127,grooming,3,27,na,False,False,,
7130,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-3.0008,1.1646,-4.259,-1.5157,1.675,-5.3442,-1.815,0.69758,-7.15,-0.33,0.31874,-3.8775,-0.40333,0.29264,-4.7942,1.0817,0.37394,-7.7254,-8.1248,1.1209,1.7063371,-2.2674627,grooming,3,27,na,False,False,,
7131,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-2.9922,1.1646,-4.259,-1.5135,1.675,-5.3442,-1.815,0.69985,-7.15,-0.33,0.31874,-3.8683,-0.40333,0.29264,-4.7942,1.0817,0.37173,-7.7307,-8.1245,1.1207,2.4062557,-0.5234755,grooming,4,24,na,False,False,,
7132,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-2.9809,1.1646,-4.259,-1.5135,1.675,-5.3442,-1.815,0.69953,-7.15,-0.33,0.31874,-3.8683,-0.385,0.29264,-4.7942,1.0817,0.37053,-7.7339,-8.1222,1.1207,2.387665,-0.61055076,grooming,4,24,na,False,False,,
7133,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-2.9734,1.1456,-4.259,-1.5135,1.675,-5.3442,-1.815,0.69953,-7.15,-0.33,0.31874,-3.8683,-0.3575,0.29264,-4.7758,1.0817,0.36933,-7.7339,-8.1173,1.1201,2.326834,-0.48192137,grooming,4,24,na,False,False,,
7134,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-2.9708,1.1456,-4.2505,-1.5135,1.675,-5.3442,-1.815,0.69953,-7.15,-0.33,0.31874,-3.8683,-0.34833,0.29264,-4.7667,1.0817,0.36806,-7.7339,-8.1145,1.1201,2.339591,-0.10315769,grooming,4,24,na,False,False,,
7135,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.4233,-2.9708,1.1622,-4.2289,-1.51,1.675,-5.335,-1.815,0.69953,-7.15,-0.33,0.31874,-3.8592,-0.34833,0.29211,-4.7575,1.0908,0.36544,-7.7339,-8.1127,1.1201,2.2262342,0.05567902,grooming,4,24,na,False,False,,
7136,-2.2475,-0.31577,1.8646,-2.72,-1.1653,2.2489,-6.416,-2.9708,1.1812,-4.2105,-1.4898,1.675,-5.335,-1.815,0.70206,-7.15,-0.33,0.31874,-3.85,-0.34833,0.29211,-4.7483,1.1,0.36369,-7.7339,-8.1108,1.1201,2.2651577,0.26382244,grooming,4,26,na,False,False,,
7137,-2.2888,-0.31577,1.8646,-2.7389,-1.1653,2.2489,-6.4097,-2.9631,1.1813,-4.2105,-1.4741,1.675,-5.335,-1.815,0.70231,-7.15,-0.33,0.31953,-3.85,-0.34833,0.29264,-4.7483,1.1,0.36038,-7.7339,-8.1092,1.1201,2.1523128,0.276729,grooming,4,26,na,False,False,,
7138,-2.3047,-0.27997,1.8695,-2.7623,-1.1598,2.2489,-6.4064,-2.9631,1.1836,-4.2105,-1.4726,1.675,-5.335,-1.815,0.70231,-7.15,-0.33,0.31977,-3.85,-0.34833,0.29264,-4.7483,1.1,0.35901,-7.7339,-8.1073,1.1207,2.1962361,0.43576,grooming,4,54,na,False,False,,
7139,-2.5073,-0.12805,1.8508,-2.9412,-1.1394,2.2436,-6.4,-2.9631,1.1836,-4.2105,-1.4621,1.675,-5.335,-1.815,0.70231,-7.15,-0.32083,0.31998,-3.85,-0.34833,0.29264,-4.7483,1.1,0.35661,-7.7339,-8.1058,1.1207,2.144903,0.48840857,grooming,4,54,na,False,False,,
7140,-2.7918,0.17436,1.8508,-3.1272,-0.82153,2.2276,-6.3838,-2.9631,1.1836,-4.2105,-1.3688,1.6207,-5.335,-1.815,0.70265,-7.15,-0.32083,0.31998,-3.85,-0.34833,0.29211,-4.7483,1.1,0.35661,-7.7339,-8.1048,1.1201,2.1225815,0.77281576,grooming,4,54,na,False,False,,
7141,-2.9018,0.61839,1.8508,-3.1866,-0.38032,2.2276,-6.3615,-2.9631,1.1836,-4.2105,-1.2633,1.5769,-5.3258,-1.815,0.71112,-7.1408,-0.32083,0.32105,-3.85,-0.23833,0.29211,-4.7483,1.1092,0.35574,-7.7339,-8.0978,1.1197,2.2564805,1.3881972,grooming,4,31,na,False,False,,
7142,-2.9905,1.0553,1.8508,-3.261,-0.046335,2.2276,-6.3277,-2.9631,1.1836,-4.2105,-1.1523,1.5769,-5.3075,-1.815,0.72306,-7.1317,-0.32083,0.32278,-3.85,0.12833,0.29211,-4.7483,1.1275,0.35499,-7.7331,-8.0884,1.119,2.4653356,1.6399035,grooming,4,31,na,False,False,,
7143,-3.1321,1.4115,1.8963,-3.3827,0.30903,2.2276,-6.2782,-2.9337,1.1813,-4.2105,-0.96825,1.5769,-5.2983,-1.815,0.72942,-7.1225,-0.32083,0.32606,-3.85,0.6325,0.29211,-4.7483,1.1642,0.35499,-7.7254,-8.085,1.119,2.3557699,2.0710375,grooming,4,31,pos,False,False,,
