avatar_subtle,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,z1,z2,human_annotation,subtle_super_clusters,subtle_sub_clusters,Corrlation,moving,moving2,cca,ccf
1905,-0.44351,4.0023,-0.0118,-1.1943,3.3826,0.9566,-5.0715,4.769,0.92735,-2.5843,3.7,1.2423,-4.7483,4.0517,0.76938,-4.0883,5.1058,0.63185,-1.7421,2.7576,1.092,-2.145,5.28,0.44707,-2.4793,8.3468,0.60215,2.5995474,-0.16016959,walking,4,24,na,False,False,,
1906,-0.44351,4.0023,-0.0118,-1.0848,3.3826,0.9566,-5.0715,4.7585,0.93173,-2.5564,3.699,1.2381,-4.7483,4.0517,0.76974,-4.0883,5.115,0.63185,-1.7379,2.7576,1.086,-2.1358,5.28,0.44707,-2.4793,8.3468,0.60215,2.6593256,-0.27386907,walking,4,24,na,False,False,,
1907,-0.44351,4.0023,-0.0118,-0.92859,3.3826,0.9566,-5.0715,4.7565,0.93679,-2.5023,3.6956,1.2366,-4.7392,4.0517,0.76974,-4.0883,5.115,0.63185,-1.7379,2.7576,1.0857,-2.1267,5.28,0.44707,-2.4793,8.3468,0.60215,2.6022043,-0.4837193,walking,4,24,na,False,False,,
1908,-0.44351,4.0023,-0.0118,-0.8291,3.3771,0.9566,-5.0715,4.7454,0.93822,-2.4499,3.6895,1.2345,-4.7208,4.0517,0.76974,-4.0883,5.115,0.63185,-1.7379,2.7574,1.0857,-2.1267,5.28,0.44679,-2.4793,8.3468,0.60215,2.496166,-0.36072326,walking,4,24,na,False,False,,
1909,-0.44351,4.0023,-0.0118,-0.76448,3.3722,0.9566,-5.0715,4.722,0.93822,-2.4141,3.6858,1.2282,-4.7117,4.0517,0.76974,-4.0883,5.115,0.63185,-1.7288,2.7573,1.086,-2.1175,5.28,0.44665,-2.4793,8.3468,0.60215,2.4121933,-0.34455794,walking,4,24,na,False,False,,
1910,-0.44351,4.0023,-0.0118,-0.7155,3.3621,0.9566,-5.0715,4.7089,0.94194,-2.3591,3.6823,1.2214,-4.7117,4.0425,0.76974,-4.0883,5.115,0.63185,-1.7196,2.7572,1.086,-2.1083,5.28,0.44665,-2.4793,8.3468,0.60215,1.9928412,-0.05795426,walking,4,24,na,False,False,,
1911,-0.42139,3.7291,-0.0118,-0.586,3.3496,0.9566,-5.0715,4.6823,0.97043,-2.3313,3.6701,1.2214,-4.7117,4.0333,0.76974,-4.0883,5.115,0.63185,-1.7083,2.7572,1.086,-2.1083,5.28,0.44531,-2.4793,8.3468,0.60215,1.906012,0.15506826,walking,4,26,na,False,False,,
1912,-0.42139,3.4079,-0.0118,-0.44358,3.3455,0.9566,-5.0715,4.6532,0.99625,-2.295,3.6439,1.2214,-4.7025,4.0333,0.76974,-4.0792,5.115,0.63185,-1.6587,2.7572,1.0857,-2.1083,5.28,0.44531,-2.4793,8.3468,0.60215,1.3104185,0.78188825,walking,4,38,na,False,False,,
1913,-0.25156,3.2955,0.05157,-0.33884,3.3318,0.96365,-5.0715,4.6253,1.0037,-2.259,3.6093,1.2214,-4.6933,4.0333,0.76974,-4.0792,5.115,0.63185,-1.5668,2.7549,1.0857,-2.1083,5.28,0.44531,-2.8033,8.3468,0.60215,1.4564899,0.654626,walking,4,26,na,False,False,,
1914,-0.058603,3.1894,0.093949,-0.26613,3.2994,0.96872,-5.0715,4.5992,1.0037,-2.2371,3.5814,1.2214,-4.6842,4.0242,0.76974,-4.0792,5.115,0.6304,-1.5132,2.7511,1.0857,-2.1083,5.2708,0.44531,-3.2124,8.3397,0.60215,1.2483792,1.080283,walking,4,38,na,False,False,,
1915,0.059426,3.0819,0.095668,-0.22558,3.195,0.96872,-5.0182,4.5562,1.0037,-2.1933,3.5545,1.212,-4.675,4.0058,0.76974,-4.0792,5.115,0.6192,-1.4884,2.7492,1.0823,-2.1083,5.2617,0.44531,-3.3248,8.3273,0.60215,1.193804,1.4296169,walking,4,6,na,True,False,,
1916,0.19921,2.9126,0.10548,-0.18274,3.0281,0.97502,-4.8692,4.5091,1.0037,-2.0194,3.4333,1.2042,-4.675,4.0058,0.76938,-3.7583,5.115,0.58761,-1.4468,2.7482,1.0789,-2.0992,5.2525,0.43826,-3.3794,8.3202,0.60215,0.8848174,1.9083586,walking,4,1,na,True,False,,
1917,0.26622,2.8093,0.12102,-0.1656,2.9105,0.98171,-4.7633,4.5091,0.99625,-1.853,3.2792,1.2035,-4.675,4.0058,0.76898,-3.08,5.115,0.55935,-1.43,2.7438,1.0737,-2.0442,5.225,0.43826,-3.4136,8.3116,0.60215,0.19748582,2.6876462,walking,4,23,na,True,False,,
1918,0.34059,2.7105,0.13108,-0.052981,2.8519,0.99302,-4.4308,4.5028,0.99625,-1.6889,3.2019,1.2007,-4.675,3.9967,0.76891,-2.6858,5.115,0.55935,-1.4277,2.6923,1.0617,-1.9433,5.17,0.43826,-3.4205,8.304,0.60045,0.09923729,3.2516649,walking,4,23,na,True,False,,
1919,0.55198,2.2895,0.14082,0.05249,2.79,0.99302,-4.2116,4.5008,0.99625,-1.4908,3.1706,1.1946,-4.6475,3.9875,0.76857,-2.6217,5.115,0.55935,-1.4093,2.6322,1.0502,-1.4025,4.8675,0.43826,-3.4222,8.3032,0.60045,-0.16281003,3.098489,walking,0,57,na,True,False,,
1920,0.77556,1.9582,0.16218,0.23087,2.7205,0.99302,-4.0693,4.4809,1.0037,-1.3315,3.1573,1.1859,-4.5925,3.9783,0.76781,-2.5942,5.115,0.5499,-1.1448,2.6192,1.045,-0.64167,4.4275,0.43826,-3.4222,8.2955,0.60045,-0.138646,3.2059777,walking,0,57,neg,False,False,,
1921,0.94942,1.9284,0.18088,0.42742,2.6905,1.0313,-4.003,4.4421,1.0037,-1.1667,3.1225,1.1788,-4.5283,3.9783,0.70751,-2.5667,5.115,0.54371,-0.89578,2.6161,1.0439,-0.32806,4.125,0.43826,-3.4222,8.2614,0.59869,-0.27048007,3.3739448,walking,0,57,neg,False,False,-0.8009445487446263,0.3779768887987548
1922,1.1499,1.8561,0.18678,0.5144,2.6902,1.0644,-3.9229,4.4208,1.0037,-0.97671,3.0921,1.1739,-4.3175,3.9508,0.64112,-2.5025,5.115,0.53938,-0.88624,2.6119,1.0415,-0.18139,3.9142,0.43826,-3.4222,8.2348,0.59573,-0.45027623,3.569244,walking,0,57,neg,True,True,-0.8009445487446263,0.3779768887987548
1923,1.4151,1.7427,0.19557,0.74231,2.503,1.0686,-3.7762,4.4141,1.0037,-0.67625,3.066,1.1639,-3.4558,3.7308,0.58497,-2.4292,5.115,0.53609,-0.75365,2.6098,0.96361,0.10083,3.8225,0.43205,-3.4222,8.2103,0.59016,-0.38503078,3.633254,walking,0,57,neg,True,True,-0.8009445487446263,0.3779768887987548
1924,1.6868,1.6557,0.23393,1.3945,2.2862,1.0696,-3.3432,4.3055,1.0037,-0.35586,3.0226,1.1549,-2.53,3.5383,0.52038,-2.3925,5.0875,0.53393,-0.62262,2.599,0.90528,0.31167,3.8042,0.42893,-3.4222,8.1859,0.58735,-0.59995407,3.9713674,walking,0,3,neg,True,True,-0.8009445487446263,0.3779768887987548
1925,2.066,1.6275,0.27763,2.0683,2.1454,1.0713,-2.9886,4.1419,1.0037,-0.10341,2.9334,1.1549,-2.2733,3.5292,0.45701,-2.3467,5.0508,0.52973,-0.52232,2.566,0.90528,0.37583,3.795,0.42624,-3.4222,8.1859,0.58393,-0.62010545,4.256147,walking,0,3,neg,True,True,-0.8009445487446263,0.3779768887987548
1926,2.7824,1.5865,0.30723,2.3258,1.9499,1.0751,-2.9158,4.0327,1.0037,0.22783,2.7964,1.1549,-2.2458,3.5108,0.40035,-2.2642,5.0417,0.52164,0.051023,2.4448,0.90528,0.43083,3.7583,0.42443,-3.4222,8.1859,0.57019,-0.6275646,4.471891,walking,0,3,neg,True,True,-0.8073115751854331,-0.22493770785363731
1927,3.3178,1.4325,0.32878,2.6143,1.8406,1.0778,-2.7144,3.8157,1.0037,0.65274,2.5356,1.1549,-2.2092,3.4833,0.39189,-2.145,5.0417,0.51631,1.0633,2.1083,0.90528,0.54083,3.4375,0.42126,-3.4222,7.7603,0.55972,-0.7458058,4.5800586,walking,0,3,neg,True,True,-0.8136786016262401,-0.8278523045060295
1928,3.672,1.1327,0.34897,3.0853,1.6525,1.0921,-2.26,3.5114,1.0037,1.1277,2.0661,1.1549,-2.1358,3.3733,0.38636,-1.1367,4.8583,0.51052,1.925,1.6867,0.83571,0.67803,2.9814,0.4245,-3.4222,7.2605,0.55972,-0.5854137,4.729088,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1929,4.3136,0.76114,0.37682,3.699,1.3158,1.0921,-1.5673,3.3624,1.0037,1.6886,1.7224,1.1549,-2.0533,3.2817,0.37753,0.29333,4.5283,0.50448,2.3192,1.5033,0.77831,1.1364,2.7961,0.42893,-3.4222,7.0286,0.55972,-0.589148,4.8289647,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1930,5.075,0.44496,0.42878,4.5084,1.029,1.1194,-0.93761,3.195,1.0037,2.3734,1.5989,1.1549,-1.7233,3.2175,0.37251,0.7975,4.3725,0.50195,2.3833,1.4942,0.73971,2.8142,2.5922,0.43205,-3.4222,6.1954,0.55946,-0.51738346,4.9385476,walking,4,56,neg,True,True,-0.8136786016262401,-0.8278523045060295
1931,5.7422,0.24155,0.47999,5.1821,0.93753,1.1447,-0.11279,2.8343,0.95374,3.0951,1.4493,1.1549,-0.55917,2.6308,0.36811,0.8525,4.345,0.50032,2.4292,1.4667,0.69733,4.455,2.2733,0.43826,-3.4222,5.2944,0.55919,-0.64979935,4.946318,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1932,6.2721,0.24155,0.52013,5.6595,0.93753,1.1632,0.56775,2.5857,0.8794,3.6914,1.3375,1.1549,0.77,1.9525,0.33159,0.95333,4.29,0.49492,2.6308,1.43,0.68465,4.8308,2.145,0.53753,-3.4222,4.9331,0.50257,-0.70447797,4.9607897,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1933,6.7942,0.24155,0.55256,6.2521,0.93753,1.1965,0.87758,2.4813,0.84505,4.1344,1.18,1.1639,1.2558,1.7875,0.28385,1.0817,4.2075,0.49492,2.7867,1.4117,0.63885,4.84,2.1267,0.75555,-3.4153,4.7177,0.43552,-0.8486877,5.095165,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1934,7.2682,0.24155,0.5593,6.8471,0.93753,1.2378,1.1967,2.3713,0.84088,4.5513,0.97795,1.1718,1.3292,1.7417,0.26828,1.3108,4.0333,0.48575,4.3633,1.21,0.63885,4.895,2.1267,0.88109,-2.9929,4.5351,0.43552,-0.76270974,4.9205723,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1935,7.775,0.24155,0.60856,7.3522,0.93753,1.2527,1.6399,2.2047,0.80168,5.0775,0.9718,1.1747,1.4392,1.65,0.2486,2.53,3.4742,0.47353,6.0867,1.21,0.63885,4.9683,2.1112,0.88109,-2.2583,4.2003,0.43552,-0.9037958,4.990937,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1936,8.3139,0.24155,0.79663,7.8081,0.93753,1.2614,2.3619,2.058,0.75426,5.6364,0.9718,1.1788,1.5583,1.5767,0.22283,4.1708,2.915,0.46026,6.2333,1.21,0.63881,5.3992,2.1112,0.88109,-1.6452,3.8645,0.43552,-0.79263854,5.0598507,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1937,8.6818,0.24155,1.2709,8.1224,0.93753,1.3853,2.9421,2.0201,0.71301,6.1078,0.94379,1.1788,1.925,1.5125,0.20965,4.7483,2.7867,0.45427,6.2517,1.21,0.63116,6.2954,2.1112,0.88109,-1.3227,3.7478,0.43552,-0.8332685,4.6706853,walking,0,18,neg,True,True,-0.8136786016262401,-0.8278523045060295
1938,8.8074,0.24155,1.6811,8.366,0.93753,1.5183,3.4899,1.8899,0.50719,6.5291,0.9147,1.1788,3.0525,1.1183,0.20306,4.7575,2.7775,0.45265,6.2792,1.21,0.61089,6.8621,2.09,0.90216,-1.1707,3.7045,0.43552,-0.73177415,4.2502527,walking,0,3,neg,True,True,-0.8136786016262401,-0.8278523045060295
1939,8.8074,0.24155,1.7587,8.4979,0.93753,1.7161,3.8914,1.5114,0.23245,6.7845,0.89952,1.1926,4.3358,0.5225,0.17444,4.785,2.7683,0.42942,6.3158,1.21,0.61089,6.9451,2.09,0.90216,-1.0092,3.4025,0.43552,-0.9617174,3.7366412,walking,0,3,neg,True,False,-0.81367860162624,-0.8278523045060294
1940,8.8074,0.24155,2.0208,8.4979,0.93753,2.052,3.9451,1.2255,0.13083,6.861,0.86807,1.2469,4.8033,0.275,0.13955,4.8033,2.7592,0.40385,6.3819,1.21,0.61089,6.9451,2.09,0.90216,-0.95284,3.1233,0.43552,-0.56791896,3.716777,walking,0,57,na,False,False,,
1941,8.8074,0.24155,2.2828,8.4979,0.93753,2.337,3.9904,1.1924,0.12941,6.8959,0.84777,1.3519,4.8033,0.275,0.096637,4.8033,2.75,0.38845,6.4828,1.1744,0.61089,6.9508,2.09,0.90216,-0.90843,3.109,0.42007,-0.7294262,3.7917511,walking,0,3,na,False,False,,
1942,8.8074,0.24155,2.2828,8.4979,0.93753,2.4684,3.9904,1.1924,0.12531,6.8959,0.82044,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.36446,7.2417,1.1744,0.66125,6.9628,2.035,0.90216,-0.90843,3.0631,0.41388,-0.6599729,3.4203236,walking,0,57,na,False,False,,
1943,8.8074,0.24155,2.2828,8.4979,0.93753,2.4684,3.9904,1.1924,0.11746,6.8959,0.76846,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.3497,7.9383,1.1744,0.68465,7.3163,1.9788,0.90216,-0.87595,3.0631,0.40325,-0.41837397,3.0394392,walking,0,57,na,False,False,,
1944,8.8074,0.24155,2.2828,8.4979,0.83632,2.4684,3.9904,1.1657,0.10641,6.8959,0.73786,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.30274,7.9383,1.1744,0.69688,7.7733,1.9788,0.88109,-0.87595,3.013,0.39221,-0.23970595,2.700537,walking,0,51,na,False,False,,
1945,8.8074,0.24155,2.2828,8.4979,0.71195,2.4684,3.9904,1.1399,0.09511,6.8959,0.7267,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.2534,7.9383,1.0083,0.70642,7.9017,1.9788,0.83293,-0.87595,2.981,0.38007,0.6034064,1.6979853,walking,4,1,na,False,False,,
1946,8.8074,0.24091,2.2828,8.4979,0.62904,2.4684,3.9904,1.1262,0.086002,6.8959,0.69179,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.2463,7.9383,1.0083,0.69688,7.9292,1.9788,0.83293,-0.87595,2.9351,0.36271,0.72525287,1.379637,walking,4,38,na,False,False,,
1947,8.8074,0.21267,2.2828,8.4979,0.58945,2.4684,3.9904,1.1182,0.08163,6.8959,0.65393,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.24415,7.9383,1.0083,0.69375,7.9658,1.9788,0.83293,-0.87595,2.9351,0.29233,1.33425,1.0166484,walking,4,38,na,False,False,,
1948,8.8074,0.16409,2.2828,8.4979,0.58111,2.4684,3.9904,1.1182,0.081098,6.8959,0.6247,1.4202,4.8033,0.275,0.096637,4.8033,2.75,0.21917,7.9383,0.9625,0.67347,7.9658,1.9454,0.83293,-0.87595,2.9351,0.2206,1.6111703,0.5392653,walking,4,26,na,False,False,,
1949,8.8074,-0.033035,2.2828,8.4979,0.48682,2.4684,3.9904,1.1182,0.080611,6.8959,0.56267,1.4202,4.8033,0.26583,0.096637,4.8033,2.75,0.19346,7.9383,0.91667,0.61089,7.9658,1.8678,0.83293,-0.86382,2.9351,0.2076,1.6306545,0.3574387,walking,4,26,na,False,False,,
1950,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.1182,0.068521,6.8959,0.56267,1.4202,4.8033,0.25667,0.096637,4.8033,2.75,0.18896,7.9383,0.91667,0.61089,7.9658,1.7179,0.70846,-0.86382,2.9351,0.19438,1.8088257,0.05271126,walking,4,26,na,False,False,,
1951,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.1182,0.068521,6.8959,0.56267,1.4202,4.8033,0.25667,0.096637,4.8033,2.75,0.1851,7.9383,0.91667,0.61089,7.9658,1.6042,0.59409,-0.86382,2.9351,0.17122,1.6464112,0.2601308,walking,4,26,na,False,False,,
1952,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.1182,0.068521,6.8959,0.56267,1.4202,4.8033,0.25667,0.096637,4.8033,2.75,0.18474,7.9383,0.91667,0.61089,7.9658,1.375,0.5539,-0.86382,2.9351,0.15508,1.8117651,0.19572742,walking,4,26,na,False,False,,
1953,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.1182,0.068521,6.8959,0.56267,1.4202,4.8033,0.25667,0.059841,4.8033,2.75,0.18474,7.9383,0.91667,0.57475,7.9658,1.375,0.5539,-0.86382,2.9351,0.1524,1.8604233,-0.3262497,walking,4,24,na,False,False,,
1954,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.116,0.053536,6.8959,0.56267,1.4202,4.8033,0.25667,0.058056,4.8125,2.75,0.18474,7.9383,0.91667,0.56764,7.9658,1.375,0.5539,-0.87595,2.9351,0.15075,1.0320992,-0.6683896,walking,3,15,na,False,False,,
1955,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.116,0.052454,6.861,0.56267,1.4202,4.8033,0.25667,0.058056,4.8308,2.75,0.18371,7.9383,0.91667,0.56282,7.9383,1.375,0.5539,-0.87595,2.9351,0.1524,0.8059784,-0.81949615,walking,3,15,na,False,False,,
1956,8.8074,-0.1629,2.2828,8.4979,0.48682,2.4684,3.9904,1.116,0.068521,6.8106,0.56267,1.4202,4.8033,0.25667,0.058056,4.8308,2.75,0.18371,7.9383,0.91667,0.55667,7.645,1.375,0.5539,-0.85497,2.9351,0.15508,0.6017663,-1.0313603,walking,3,15,na,False,False,,
1957,8.8074,-0.1629,2.2828,8.4979,0.48682,2.2603,3.9904,1.116,0.074163,6.7121,0.56267,1.3652,4.8033,0.25667,0.059841,4.8308,2.75,0.18371,7.9383,0.91667,0.55667,7.315,1.375,0.5539,-0.85497,2.9351,0.16131,0.17079827,-1.1468401,walking,3,15,na,False,False,,
1958,8.8074,-0.1629,2.1829,8.4979,0.48682,2.0509,3.9904,1.116,0.080611,6.5604,0.56267,1.2798,4.8033,0.25667,0.075731,4.8308,2.75,0.18371,7.9383,0.91667,0.56282,7.2142,1.375,0.55135,-0.85497,2.9351,0.17607,0.1917907,-0.7903216,walking,3,15,na,False,False,,
1959,8.8074,-0.1629,2.1829,8.4893,0.48682,2.0509,3.9904,1.116,0.081098,6.4668,0.56267,1.2604,4.8033,0.26583,0.075731,4.8308,2.75,0.18371,7.7825,0.91667,0.56282,7.205,1.375,0.55135,-0.83292,2.981,0.19063,0.49158955,-0.2910147,walking,3,15,na,False,False,,
1960,8.8074,-0.1629,2.1829,8.3528,0.39151,2.0509,4.0254,1.116,0.08163,6.4668,0.56267,1.2604,4.8033,0.26583,0.075731,4.8308,2.75,0.18371,7.6267,0.91667,0.56764,7.205,1.375,0.55135,-0.78811,3.0119,0.20385,0.78867686,-0.0874328,walking,4,60,na,False,False,,
1961,8.6264,-0.26712,2.0958,8.0612,0.2089,2.0509,4.0579,1.1145,0.08163,6.4668,0.4535,1.2486,4.8033,0.26583,0.075731,4.84,2.75,0.18474,7.6267,0.58365,0.56764,7.205,1.375,0.5455,-0.73569,3.0593,0.22046,1.100642,0.17258613,walking,4,16,na,False,False,,
1962,8.2876,-0.91675,2.0958,7.7819,-0.1684,2,4.0854,1.1105,0.086002,6.4602,0.2914,1.2282,4.8033,0.26583,0.075731,4.84,2.75,0.18474,7.2967,0.20781,0.56764,7.205,1.375,0.5455,-0.71966,3.1243,0.22864,1.2239588,0.3105293,walking,4,26,na,False,False,,
1963,7.6732,-1.1037,2.0958,7.3543,-0.42877,1.9337,4.0854,1.1043,0.09511,6.4602,0.15455,1.2282,4.8033,0.275,0.075731,4.84,2.75,0.18474,6.9667,0.165,0.56764,7.205,1.375,0.5455,-0.71215,3.1872,0.22864,1.1908858,0.38895825,walking,4,26,na,False,False,,
1964,7.1532,-1.4266,2.0097,7.042,-0.65254,1.8974,4.1232,1.1043,0.09511,6.4599,-0.018475,1.2068,4.8033,0.275,0.075731,4.84,2.75,0.18474,6.9667,0.165,0.56764,7.205,0.8525,0.5455,-0.71215,3.2401,0.22864,1.0486627,0.5803539,walking,4,60,na,False,False,,
1965,7.0619,-1.8265,1.8573,7.0386,-1.0394,1.871,4.1517,1.1043,0.09511,6.3979,-0.24303,1.1903,4.8033,0.275,0.075731,4.84,2.75,0.18474,6.9667,0.165,0.56282,7.205,0.3575,0.5455,-0.70012,3.3245,0.21189,1.3554746,0.53736687,walking,4,26,na,False,False,,
1966,7.0256,-2.3298,1.7244,6.9361,-1.6293,1.7708,4.1643,1.1105,0.09511,6.3372,-0.44175,1.1451,4.8033,0.275,0.075731,4.8492,2.75,0.1851,6.9667,0.165,0.55879,7.1775,0.0825,0.5399,-0.673,3.4003,0.19063,1.5336825,1.0809842,walking,4,42,na,False,False,,
1967,7.0149,-2.5206,1.616,6.8254,-2.145,1.6632,4.1643,1.1105,0.09511,6.2978,-0.69208,1.0895,4.8033,0.275,0.075731,4.8492,2.75,0.18579,6.765,-0.073333,0.55152,7.1225,0,0.5399,-0.673,3.4091,0.19063,1.875485,1.8972827,walking,4,6,na,False,False,,
1968,6.9907,-2.8449,1.5235,6.8083,-2.4153,1.6096,4.1643,1.1145,0.11935,6.2608,-0.96357,1.0573,4.8033,0.28417,0.075731,4.8492,2.7408,0.18579,6.4258,-0.67833,0.54332,7.0858,-0.036667,0.5399,-0.673,3.4121,0.17607,2.0254939,2.1734943,walking,4,53,na,True,False,,
1969,6.964,-3.0579,1.4587,6.775,-2.5932,1.5547,4.238,1.116,0.15175,6.2303,-1.2155,1.0452,4.7942,0.3025,0.075731,4.8858,2.7133,0.18977,6.1783,-0.9075,0.54332,7.0767,-0.055,0.5455,-0.39262,3.6758,0.15993,1.6100723,2.4961343,walking,4,53,na,True,False,,
1970,6.9584,-3.0658,1.3636,6.7096,-2.7222,1.5331,4.3984,1.1182,0.17588,6.2007,-1.3498,1.0327,4.7758,0.31167,0.075731,4.9592,2.6767,0.1947,6.0317,-0.91667,0.54332,7.0675,-0.073333,0.5455,0.13965,3.9721,0.1524,1.760687,2.6122525,walking,4,53,na,True,False,,
1971,6.9502,-3.0924,1.1989,6.6676,-2.7459,1.4971,4.4606,1.1182,0.19881,6.1948,-1.3632,1.0109,4.7667,0.32083,0.075731,5.0875,2.5575,0.19622,5.9858,-0.91667,0.54332,7.0492,-0.091667,0.5455,0.58511,4.011,0.15075,1.5873413,2.5513368,walking,4,40,na,True,False,,
1972,6.9419,-3.1066,1.0454,6.6386,-2.7459,1.4519,4.7114,1.1155,0.21964,6.1894,-1.3692,0.99603,4.7667,0.33917,0.058056,5.9675,1.7233,0.19636,5.9492,-0.91667,0.54332,7.0125,-0.14667,0.5455,1.0323,4.0384,0.15075,1.6530548,2.7212648,walking,4,40,na,True,False,,
1973,6.908,-3.1066,0.97361,6.5674,-2.7459,1.4358,4.9502,1.1132,0.27933,6.183,-1.3716,0.99603,4.7758,0.3575,0.058056,6.9667,0.9075,0.19636,5.9217,-0.91667,0.54332,6.985,-0.22917,0.5455,1.5849,4.129,0.1524,1.6141151,2.7090533,walking,4,40,na,True,False,,
1974,6.8729,-3.1066,0.85522,6.5064,-2.7459,1.4358,5.0474,1.1132,0.32212,6.1686,-1.3961,0.99603,4.7942,0.36667,0.058056,7.0767,0.825,0.19636,5.9217,-0.91667,0.54332,6.9575,-0.67833,0.55135,2.248,4.4427,0.1524,1.551166,2.6114316,walking,4,40,na,True,False,,
1975,6.6655,-3.1066,0.7924,6.4819,-2.7459,1.4358,5.1704,1.1096,0.33253,6.1542,-1.4336,0.99603,4.8033,0.36667,0.058056,7.0767,0.81583,0.19636,5.9217,-0.91667,0.54332,6.9117,-0.88,0.5552,2.7584,4.5835,0.1524,1.3349962,2.295929,walking,4,40,mid,False,False,,
1976,6.2344,-3.1066,0.7924,6.4634,-2.7459,1.4358,5.2501,1.1015,0.346,6.1463,-1.467,1.0234,4.8308,0.37583,0.058056,7.0767,0.80667,0.19636,5.9125,-0.91667,0.54332,6.6825,-1.3017,0.5552,2.932,4.5835,0.15863,1.2214547,2.2476153,walking,4,40,mid,True,False,,
1977,5.8479,-3.1066,0.7924,6.4293,-2.7459,1.4358,5.3472,1.095,0.35833,6.1463,-1.5015,1.0515,4.8675,0.385,0.058056,7.0767,0.80667,0.19636,5.9033,-0.91667,0.54332,6.2517,-1.4575,0.5552,3.1487,4.5835,0.18072,0.80628675,1.8126954,walking,4,1,mid,True,False,,
1978,5.364,-3.1066,0.78234,6.4014,-2.7459,1.4246,5.5223,1.0872,0.35833,6.1463,-1.5285,1.0629,4.8767,0.39417,0.058056,7.0767,0.80667,0.19636,5.9033,-0.91667,0.54332,5.9858,-1.4575,0.5552,3.3952,4.5835,0.21189,0.57297915,1.730021,walking,4,1,mid,True,False,,
1979,4.9459,-3.1066,0.78234,6.0166,-2.7459,1.4246,5.6345,1.0674,0.35833,6.1463,-1.5726,1.0744,4.9042,0.42167,0.058056,7.0767,0.7975,0.19636,5.9033,-0.91667,0.54332,5.9308,-1.4575,0.5552,3.4525,4.5835,0.2315,0.4061014,1.7253069,walking,4,1,mid,True,False,,
1980,4.6885,-3.1066,0.78234,5.4628,-2.7459,1.387,5.7516,1.0452,0.3775,6.1463,-1.5726,1.0744,4.9408,0.44917,0.033931,7.0767,0.78833,0.19636,5.9033,-0.91667,0.54332,5.9217,-1.4575,0.5552,3.6791,4.5835,0.23659,0.41614538,1.8754697,walking,4,1,mid,True,False,,
1981,4.5112,-3.1066,0.78234,5.1678,-2.7459,1.3537,5.9438,1.0165,0.39462,6.1463,-1.5726,1.0744,4.95,0.45833,0.0021673,7.0767,0.78833,0.19636,5.2158,-0.91667,0.54332,5.9217,-1.4575,0.5552,4.0088,4.5835,0.25292,0.489835,1.7681787,walking,4,1,mid,True,False,,
1982,4.4772,-3.1066,0.78234,4.9947,-2.7459,1.3537,6.1087,0.99149,0.4023,6.1463,-1.5726,1.0744,4.9592,0.45833,-0.0062103,7.0767,0.77917,0.1972,4.5283,-0.91667,0.5464,5.9125,-1.4575,0.5552,4.3687,4.5835,0.27304,0.52121484,1.796842,walking,4,1,mid,True,False,,
1983,4.3884,-3.1066,0.78234,4.9034,-2.7459,1.3537,6.2738,0.9784,0.41109,6.1295,-1.5726,1.0744,4.9683,0.45833,-0.0062103,7.0767,0.77,0.19835,4.51,-0.91667,0.55109,5.9033,-1.4575,0.5552,4.7069,4.5835,0.3009,0.49476936,1.8399297,walking,4,1,mid,True,False,,
1984,4.2886,-3.0835,0.71068,4.8536,-2.7459,1.2949,6.3837,0.95721,0.42294,6.0978,-1.5726,1.0744,4.9683,0.45833,-0.0062103,7.0767,0.77,0.199,4.4183,-0.77917,0.55109,5.9033,-1.4575,0.5552,4.8102,4.5835,0.32823,0.44570437,1.9051923,walking,4,1,mid,True,False,,
