,z1,z2,y,y_
39555,0.20788528,14.046586,walking,1
39556,0.33602813,13.979388,walking,1
39557,-2.9668021,8.631899,walking,0
39558,-2.93762,8.636709,walking,0
39559,-2.9963386,8.397457,walking,0
39560,-3.0171168,8.208378,na,0
39561,-2.9360943,7.9921923,na,0
39562,-2.922837,7.795058,na,0
39563,-2.9280918,7.785142,na,0
39564,-2.827116,7.566392,na,0
39565,-2.6227,7.383567,na,0
39566,-2.4356914,7.09232,na,0
39567,-2.576226,6.429698,na,0
39568,-2.702139,5.9127398,na,0
39569,-2.7404356,5.7627482,rearing,0
39570,-2.7322412,5.6672287,rearing,0
39571,-2.9286706,5.42464,rearing,0
39572,-2.9748669,5.26038,rearing,0
39573,-3.0344205,5.2563734,rearing,0
39574,-2.997572,5.2067657,rearing,0
39575,-2.9538434,5.229782,rearing,0
39576,-2.9325082,5.3218856,rearing,0
39577,-2.8863258,5.2841687,rearing,0
39578,-2.84176,5.339798,rearing,0
39579,-2.7968748,5.7030854,rearing,0
39580,-2.543066,6.4624076,rearing,0
39581,-2.539477,6.760514,rearing,0
39582,-2.5262036,6.916143,rearing,0
39583,-2.54953,6.872002,rearing,0
39584,-2.5715342,6.960339,rearing,0
39585,-2.515287,7.059579,rearing,0
39586,-2.574472,7.106636,rearing,0
39587,-2.5450304,7.169487,rearing,0
39588,-2.5121496,7.2222314,rearing,0
39589,-2.399929,7.375683,rearing,0
39590,-2.2954226,7.583889,rearing,0
39591,-1.8923316,8.046413,rearing,0
39592,-1.759732,8.28673,rearing,0
39593,-1.5323861,8.497458,na,0
39594,-1.2489053,9.360126,na,1
39595,-1.1490703,9.621331,na,1
39596,-1.1215706,9.768326,na,1
39597,-1.0856291,9.889263,na,1
39598,-1.3209739,10.2724905,na,1
39599,-1.6831559,10.728861,na,1
39600,-1.6975924,10.894586,na,1
39601,-1.712164,10.997425,na,1
39602,-1.963543,10.92997,na,1
39603,-2.1329863,11.009975,na,1
39604,-2.6540456,11.160748,na,1
39605,-2.7209554,11.112616,na,1
39606,-2.846603,11.118231,na,1
39607,-2.857973,11.052105,na,1
39608,-2.8066657,10.946539,na,1
39609,-2.833203,10.969155,na,1
39610,-2.830131,10.828293,na,1
39611,-2.774575,10.442367,na,1
39612,-2.6968608,9.751133,walking,1
39613,-2.5859175,8.710886,walking,0
39614,-2.4936268,8.522105,walking,0
39615,-2.3145006,8.516075,walking,0
39616,-2.074937,8.517019,walking,0
39617,-1.5864707,8.443717,walking,0
39618,-1.5016544,8.385549,walking,0
39619,-1.3873435,8.408611,na,0
39620,-1.2892333,8.317999,na,0
39621,-1.3358852,8.248485,rearing,0
39622,-1.1166914,8.206638,rearing,0
39623,-0.9085099,7.8051953,rearing,0
39624,-0.36691576,7.0748587,rearing,0
39625,-0.2254139,6.610767,rearing,0
39626,-0.12718071,6.0572934,rearing,0
39627,-0.080933,5.9607134,rearing,0
39628,-0.11774618,5.967673,rearing,0
39629,-0.12552963,5.9806447,rearing,0
39630,-0.18878293,5.9900727,rearing,0
39631,-0.1611164,6.0019903,rearing,0
39632,-0.19081046,6.0485716,rearing,0
39633,-0.5852417,6.0307918,rearing,0
39634,-1.4936616,5.7691483,rearing,0
39635,-1.7507403,5.839158,rearing,0
39636,-1.9540073,5.702083,rearing,0
39637,-2.2010577,5.7622375,rearing,0
39638,-2.3001807,5.933713,rearing,0
39639,-2.5907547,6.2149034,rearing,0
39640,-2.7161515,6.333136,rearing,0
39641,-2.831451,6.461462,rearing,0
39642,-2.9583993,6.747604,rearing,0
39643,-2.9502194,6.891141,rearing,0
39644,-2.9586844,6.9023075,rearing,0
39645,-2.7313397,6.840724,rearing,0
39646,-2.5691357,6.980912,rearing,0
39647,-2.3419914,6.936002,rearing,0
39648,-1.4823561,6.970983,rearing,0
39649,-0.93623894,7.0733366,rearing,0
39650,-0.23775432,7.198268,na,0
39651,0.035136625,7.2444344,na,0
39652,0.28429735,7.4629774,na,0
39653,0.56433576,7.526853,na,0
39654,0.8135178,7.4390135,na,0
39655,1.0012457,7.3375807,na,0
39656,1.1919855,7.3555856,na,0
39657,1.1709911,7.2756963,na,0
39658,1.1923989,7.2152424,na,0
39659,1.3050677,7.3620167,na,0
39660,1.3456124,7.729041,na,3
39661,1.3996868,7.883036,na,3
39662,1.5083259,7.911201,na,3
39663,1.5748131,8.052071,na,3
39664,1.5629141,8.102155,na,3
39665,1.5640556,8.101369,na,3
39666,1.5601807,8.135791,na,3
39667,1.5447571,8.159026,na,3
39668,1.5616515,8.289297,na,3
39669,1.5230103,8.163432,na,3
39670,1.5918708,8.149673,na,3
39671,1.5490276,8.151751,na,3
39672,1.6109995,8.105002,na,3
39673,1.6179832,8.093731,na,3
39674,1.5661309,8.274791,na,3
39675,1.5272847,8.280326,na,3
39676,1.5364176,8.275567,na,3
39677,1.347179,8.338415,na,3
39678,1.3244876,8.377778,na,3
39679,1.2701741,8.353691,na,3
39680,1.1757748,8.366546,na,3
39681,1.1597726,8.3197975,na,3
39682,0.9451957,8.3331375,na,0
39683,-0.3788162,9.052152,na,0
39684,-0.93607354,9.292066,na,1
39685,-1.1061143,9.307623,na,1
39686,-1.140032,9.280575,na,1
39687,-1.2445588,9.385893,na,1
39688,-1.3170539,9.451676,na,1
39689,-1.34314,9.637695,na,1
39690,-1.410152,10.067113,na,1
39691,-1.2144812,12.504094,na,1
39692,-1.3298066,12.672795,na,1
39693,-1.3632954,12.869666,na,1
39694,-1.5553672,13.139345,na,1
39695,-1.663913,13.29749,na,1
39696,-1.8034483,13.328107,na,1
39697,-1.8628588,13.195209,walking,1
39698,-1.9315009,13.141762,walking,1
39699,-1.9462618,13.099403,walking,1
39700,-1.9946208,13.007389,walking,1
39701,-2.8475163,9.479219,walking,0
39702,-2.8916185,9.125497,walking,0
39703,-2.8755946,8.669755,walking,0
39704,-2.8293953,8.354098,walking,0
39705,-2.8358855,8.340595,walking,0
39706,-2.6616268,8.25006,walking,0
39707,-1.7654915,8.079497,na,0
39708,-1.3141403,7.5477414,na,0
39709,-1.0787086,7.1981554,rearing,0
39710,-0.9749285,6.9045715,rearing,0
39711,-0.9260362,6.7628293,rearing,0
39712,-0.7268964,6.7621074,rearing,0
39713,-0.67141014,6.555761,rearing,0
39714,-0.636526,6.6103687,rearing,0
39715,-0.6480848,6.633213,rearing,0
39716,-0.63037187,6.6019692,rearing,0
39717,-0.5748019,6.5816894,rearing,0
39718,-0.7006637,6.628723,rearing,0
39719,-0.7000546,6.7054887,rearing,0
39720,-0.9117503,6.6009874,rearing,0
39721,-1.0037086,6.7803855,rearing,0
39722,-1.2378696,6.956616,rearing,0
39723,-1.5693647,7.103844,rearing,0
39724,-1.9556763,7.525841,rearing,0
39725,-2.5409534,7.705715,rearing,0
39726,-2.6989877,7.817455,rearing,0
39727,-2.7265334,7.8018627,rearing,0
39728,-2.7676275,7.789153,rearing,0
39729,-2.7460132,7.796257,rearing,0
39730,-2.703648,7.872871,rearing,0
39731,-2.4667876,7.87948,rearing,0
39732,-2.2788553,8.164549,rearing,0
39733,-2.053786,8.54781,rearing,0
39734,-2.01416,8.644026,rearing,0
39735,-2.043359,8.738595,rearing,0
39736,-1.9090666,8.888129,rearing,0
39737,-1.872745,8.92767,na,0
39738,-1.8283786,8.913834,na,0
39739,1.1253909,12.284044,na,1
39740,1.3495307,12.292274,na,1
39741,1.4518563,12.35037,na,1
39742,1.4857779,12.365219,na,1
39743,1.4891255,12.311389,na,1
39744,1.5134457,12.31155,na,1
39745,1.5136616,12.188926,na,1
39746,1.8039579,11.080178,na,1
39747,1.734244,10.992201,na,1
39748,1.6863828,10.921298,walking,1
39749,1.5583271,10.851981,walking,1
39750,1.5241444,10.768756,walking,1
39751,1.5058671,10.739937,walking,1
39752,1.5217353,10.699573,na,1
39753,1.4933596,10.692133,na,1
39754,1.356204,10.612083,na,1
39755,1.4282266,10.612989,na,1
39756,1.3780124,10.620288,na,1
39757,1.3152158,10.590704,na,1
39758,1.3755755,10.654485,standing,1
39759,1.2793015,10.580639,standing,1
39760,1.1707217,10.576274,standing,1
39761,1.2295707,10.56173,standing,1
39762,1.181051,10.6240635,standing,1
39763,1.1658791,10.720273,na,1
39764,1.158144,10.8927,na,1
39765,1.0625812,10.903633,na,1
39766,1.0721451,10.977403,na,1
39767,1.0389624,10.91627,na,1
39768,1.0728787,10.908425,na,1
39769,1.0152323,10.912668,na,1
39770,1.0142004,10.900519,na,1
39771,1.132229,10.894535,na,1
39772,1.2556822,10.881285,na,1
39773,1.4192568,10.854555,na,1
39774,1.473458,10.85904,na,1
39775,1.5498908,10.841511,na,1
39776,1.6900167,10.838924,na,1
39777,1.7528067,10.717687,na,1
39778,1.8396729,10.672177,na,3
39779,1.9293327,10.67656,na,3
39780,1.8686441,10.678202,na,3
39781,1.7578897,10.681907,na,1
39782,1.6754302,10.651695,na,1
39783,-0.088647164,10.578767,na,1
39784,-0.34013006,10.664253,na,1
39785,-0.34034547,10.687212,na,1
39786,-0.46580976,10.6547985,na,1
39787,-0.63585883,10.691197,na,1
39788,-1.1046246,10.838122,na,1
39789,-1.3010443,10.967598,na,1
39790,-1.460082,10.960513,na,1
39791,-1.6256361,10.998387,na,1
39792,-1.8593005,11.13047,na,1
39793,-2.0713754,11.187056,na,1
39794,-2.5210428,11.222595,na,1
39795,-2.7153277,11.245885,na,1
39796,-2.8979354,11.340958,na,1
39797,-2.9271207,11.393433,na,1
39798,-2.9514706,11.34881,na,1
39799,-3.0432549,11.4120035,na,1
39800,-3.0372562,11.447415,na,1
39801,-3.1132715,11.495983,na,1
39802,-3.1133237,11.410515,walking,1
39803,-3.0310926,11.313911,walking,1
39804,-2.9469159,11.265809,walking,1
39805,-2.439878,11.131547,walking,1
39806,-2.079173,11.017438,walking,1
39807,-1.7499623,10.859872,walking,1
39808,-1.3888633,10.680696,walking,1
39809,-1.1422975,10.478617,na,1
39810,-1.0515882,10.370324,na,1
39811,-0.8912857,10.366968,standing,1
39812,-0.8199465,10.29082,standing,1
39813,-0.77097434,10.221199,standing,1
39814,-0.74754626,10.284242,na,1
39815,-0.7124465,10.2221365,na,1
39816,-0.78571635,10.065112,na,1
39817,-0.6416921,10.103667,na,1
39818,-0.5603062,10.064704,na,1
39819,-0.6262455,10.008647,na,1
39820,-0.62471414,10.043961,na,1
39821,-0.6563364,10.021401,na,1
39822,-0.7254666,9.9604,na,1
39823,-0.78415316,9.886129,na,1
39824,-0.83704454,9.804575,na,1
39825,-1.0542094,9.815349,na,1
39826,-1.2072486,9.826972,na,1
39827,-1.285924,9.788393,na,1
39828,-1.4119209,9.706186,na,1
39829,-1.4462308,9.631865,na,1
39830,-1.5263412,9.470631,na,1
39831,-1.7303016,9.172116,na,0
39832,-1.5469235,8.588809,na,0
39833,-1.585273,8.440394,na,0
39834,-1.5456969,8.361837,walking,0
39835,-1.5933129,8.349484,walking,0
39836,-1.4914824,8.370129,walking,0
39837,-1.4663519,8.3365965,walking,0
39838,-1.4569811,8.360713,walking,0
39839,-1.387621,8.306589,walking,0
39840,-1.2780641,8.304158,walking,0
39841,-1.236902,8.18297,na,0
39842,-0.916345,8.09495,na,0
39843,-0.6195732,7.809723,na,0
39844,-0.6659523,7.779471,na,0
39845,-0.5687138,7.711343,na,0
39846,-0.54486644,7.6860323,rearing,0
39847,-0.4407733,7.7259326,rearing,0
39848,-0.5319367,7.626012,rearing,0
39849,-0.4604538,7.8007483,rearing,0
39850,-0.50009304,7.7622,rearing,0
39851,-0.66061455,7.535926,rearing,0
39852,-0.626543,7.417354,rearing,0
39853,-1.022671,7.2197804,rearing,0
39854,-1.2168025,7.1783953,rearing,0
39855,-1.4351223,7.2199297,rearing,0
39856,-1.5826986,7.3279877,rearing,0
39857,-1.5563004,7.3701415,rearing,0
39858,-1.6053975,7.4120812,rearing,0
39859,-1.5342394,7.393969,rearing,0
39860,-1.5508571,7.4771633,rearing,0
39861,-1.3692484,7.596288,rearing,0
39862,-1.334784,7.8475504,rearing,0
39863,-1.1955297,7.9501605,rearing,0
39864,-1.0275433,8.049138,rearing,0
39865,-0.89228475,8.301131,rearing,0
39866,-0.737991,8.426495,rearing,0
39867,-0.5513584,9.634351,rearing,1
39868,-0.49563122,9.909815,rearing,1
39869,-0.36626217,9.987312,rearing,1
39870,-0.25659293,10.037863,na,1
39871,-0.11249275,10.112773,na,1
39872,-0.09610552,10.035989,na,1
39873,-0.006284715,9.976446,na,1
39874,0.053294886,9.9370165,na,1
39875,0.29070973,9.88828,na,1
39876,0.30940017,9.826026,na,1
39877,0.27819183,9.7645645,na,1
39878,0.37843746,9.814158,na,1
39879,0.4601519,9.760279,na,1
39880,0.53535944,9.783342,standing,1
39881,0.4779579,9.760361,standing,1
39882,0.5537154,9.780474,standing,1
39883,0.5460542,9.788497,standing,1
39884,0.62079996,9.7197695,standing,1
39885,0.56594706,9.7695,standing,1
39886,0.5880846,9.777467,standing,1
39887,0.5808326,9.766982,standing,1
39888,0.44199637,9.844025,standing,1
39889,0.39446345,9.852975,standing,1
39890,0.4002774,9.869175,standing,1
39891,0.34253368,9.932248,standing,1
39892,0.28259802,9.97812,na,1
39893,0.1517272,10.148856,na,1
39894,-0.12582678,10.428181,na,1
39895,-0.30125046,10.7485695,na,1
39896,-0.45794275,10.887851,na,1
39897,-0.71361053,11.147774,na,1
39898,-0.9753985,11.206074,na,1
39899,-1.5184009,11.33725,na,1
39900,-2.0563731,11.570686,na,1
39901,-2.2761242,11.643913,na,1
39902,-2.359629,11.626744,na,1
39903,-2.3218417,11.683084,na,1
39904,-2.3490775,11.681551,na,1
39905,-2.3378031,11.587973,na,1
39906,-2.3433006,11.549056,na,1
39907,-2.3391562,11.343977,walking,1
39908,-2.306016,10.529271,walking,1
39909,-2.2128263,9.914594,walking,1
39910,-2.056887,9.074552,walking,0
39911,-1.9597108,8.587912,walking,0
39912,-1.795345,8.484294,walking,0
39913,-1.7084123,8.426996,walking,0
39914,-1.6573999,8.299803,walking,0
39915,-1.4770668,8.00252,walking,0
39916,-1.3080053,7.8124313,na,0
39917,-0.9847664,7.459063,rearing,0
39918,-0.9466058,7.2801533,rearing,0
39919,-0.84579295,7.0975623,rearing,0
39920,-0.79159385,7.0271635,rearing,0
39921,-0.87956953,6.9594064,rearing,0
39922,-0.9324215,6.7932963,rearing,0
39923,-1.0679917,6.654563,rearing,0
39924,-1.1088892,6.5986776,rearing,0
39925,-0.9347,6.7171335,rearing,0
39926,-0.48551455,6.6529117,rearing,0
39927,-0.38587126,6.756175,rearing,0
39928,-0.32341522,6.696234,rearing,0
39929,-0.4326166,6.818124,rearing,0
39930,-0.46686995,6.90715,rearing,0
39931,-0.52761006,6.86187,rearing,0
39932,-0.6100214,7.015366,rearing,0
39933,-0.68680733,7.1600957,rearing,0
39934,-1.0037941,7.251131,rearing,0
39935,-1.4821945,7.6067057,rearing,0
39936,-1.8181614,7.7281976,rearing,0
39937,-2.4701512,7.895043,rearing,0
39938,-2.6012452,7.901839,rearing,0
39939,-2.625105,7.925035,rearing,0
39940,-2.6609433,7.84809,rearing,0
39941,-2.6244037,7.8401456,rearing,0
39942,-2.6023493,7.91152,rearing,0
39943,-2.4476936,7.9679856,rearing,0
39944,-1.6785918,7.8398557,rearing,0
39945,-1.2340077,7.7225447,rearing,0
39946,-0.7655775,7.852624,rearing,0
39947,-0.44337586,8.223684,rearing,0
39948,-0.11190456,8.298551,na,0
39949,-0.08680913,8.367581,na,0
39950,0.04381594,8.400341,na,0
39951,0.13571504,8.485791,na,0
39952,0.08325597,8.616746,na,0
39953,0.3067314,8.726767,na,0
39954,0.43596333,8.70557,na,0
39955,0.82158536,8.764737,na,3
39956,1.2505565,8.62201,na,3
39957,1.8435506,8.435703,na,3
39958,1.8668213,8.383443,na,3
39959,1.9924936,8.387408,standing,3
39960,2.0164278,8.315183,standing,3
39961,2.0315065,8.245614,standing,3
39962,2.0343447,8.20494,standing,3
39963,2.0126908,8.2188225,standing,3
39964,2.0708334,8.19158,standing,3
39965,2.058235,8.152351,standing,3
39966,2.052958,8.132561,standing,3
39967,2.0259144,8.073363,standing,3
39968,2.0475917,8.01967,standing,3
39969,1.9582254,7.9147468,standing,3
39970,1.9447466,7.9048505,standing,3
39971,1.8661325,7.800446,standing,3
39972,1.7644349,7.6999993,standing,3
39973,1.6472735,7.5918803,standing,3
39974,1.4902366,7.366162,standing,3
39975,1.3002975,7.2214346,standing,0
39976,1.0250822,7.1211033,na,0
39977,0.81861925,6.9480896,na,0
39978,0.72328556,6.9246564,na,0
39979,0.60730666,6.870261,na,0
39980,0.64909846,7.0746617,na,0
39981,0.6196647,7.1381483,na,0
39982,0.75759184,7.2270827,na,0
39983,0.7731425,7.3019357,na,0
39984,0.8340437,7.266078,na,0
39985,0.7743495,7.2531686,na,0
39986,0.9519451,7.209496,na,0
39987,1.1003327,7.0423203,na,0
39988,1.1631281,7.0370607,na,0
39989,1.4622831,7.164716,na,0
39990,1.4043137,7.2126675,na,0
39991,1.5369213,7.260609,na,3
39992,1.6553785,7.3179836,na,3
39993,1.4930668,7.2393556,na,0
39994,1.519612,7.24521,na,3
39995,1.4146767,7.2238045,rearing,0
39996,1.297761,7.1798253,rearing,0
39997,1.257979,7.0783596,rearing,0
39998,1.0746174,7.164371,rearing,0
39999,0.7368343,7.382939,rearing,0
40000,0.6270296,7.506896,rearing,0
40001,0.6536247,7.472058,rearing,0
40002,0.6982083,7.412772,rearing,0
40003,0.876054,7.4167137,rearing,0
40004,1.3066521,7.386006,rearing,0
40005,1.6915549,7.2759576,rearing,3
40006,2.5804121,7.208521,rearing,3
40007,2.6524446,7.239231,rearing,3
40008,2.6159487,7.261082,rearing,3
40009,2.6847434,7.2256565,rearing,3
40010,2.364532,7.2920074,rearing,3
40011,1.4086801,7.265748,rearing,0
40012,1.3866739,7.2706,rearing,0
40013,1.2678773,7.227253,rearing,0
40014,1.2355005,7.2398624,rearing,0
40015,1.0960411,7.1949453,rearing,0
40016,1.0992259,7.1894255,na,0
40017,1.1133884,7.0562286,na,0
40018,0.8665981,7.0747695,na,0
40019,0.7951602,7.0561805,na,0
40020,0.66844183,7.034679,na,0
40021,0.68732476,7.0862436,na,0
40022,0.7284509,7.043842,na,0
40023,0.68165725,7.057106,na,0
40024,0.6695386,7.1092343,na,0
40025,0.60489756,7.0579567,na,0
40026,0.52283627,7.140915,na,0
40027,0.48361534,7.2978497,na,0
40028,0.5007834,7.4465175,na,0
40029,0.5622495,7.5255184,na,0
40030,0.5503834,7.5907183,na,0
40031,0.5226227,7.538975,rearing,0
40032,0.51244736,7.525473,rearing,0
40033,0.34663764,7.236872,rearing,0
40034,-0.040046856,6.842346,rearing,0
40035,-0.34569144,6.568607,rearing,0
40036,-0.74852824,6.4190464,rearing,0
40037,-0.93206865,6.4203634,rearing,0
40038,-1.2629769,6.345793,rearing,0
40039,-1.4616227,6.460982,rearing,0
40040,-1.7261863,6.602834,rearing,0
40041,-1.9716837,6.565295,rearing,0
40042,-2.4832242,6.841854,rearing,0
40043,-3.021221,7.3057127,rearing,0
40044,-3.1808202,7.5541244,rearing,0
40045,-3.2567937,7.769103,rearing,0
40046,-3.2421143,7.636885,rearing,0
40047,-3.199119,7.682611,rearing,0
40048,-3.1391327,7.7591796,rearing,0
40049,-2.9469445,7.7830577,rearing,0
40050,-1.88607,8.559011,rearing,0
40051,-1.5378124,8.873744,na,0
40052,-1.4514318,9.21139,na,0
40053,-1.4369624,9.353671,na,1
40054,-1.391866,9.596947,na,1
40055,-1.4035894,9.593359,na,1
40056,-1.3401859,9.710512,na,1
40057,-0.9885177,11.400234,na,1
40058,-0.81150866,11.553344,na,1
40059,-0.8281347,11.727422,na,1
40060,-0.8205657,12.254842,na,1
40061,-0.7123116,12.760077,na,1
40062,-0.65423656,12.914866,na,1
40063,-0.719196,12.927112,na,1
40064,-0.6815194,13.076983,na,1
40065,-0.65023553,13.21443,na,1
40066,-0.6175443,13.257308,na,1
40067,-0.5366057,13.4187155,na,1
40068,-0.49466446,13.509681,na,1
40069,-0.5221704,13.583859,na,1
40070,-0.5456716,13.728635,na,1
40071,-0.4418005,13.687174,na,1
40072,-0.5249105,13.657525,na,1
40073,-0.45213035,13.714382,na,1
40074,-3.0678847,8.5931425,na,0
40075,-3.1793165,8.420545,na,0
40076,-3.2148397,8.2124815,walking,0
40077,-3.2366664,8.193431,walking,0
40078,-3.2447278,8.066172,walking,0
40079,-3.1816912,7.9772887,walking,0
40080,-2.7723706,7.663242,walking,0
40081,-2.181361,7.096106,rearing,0
40082,-1.6515243,6.7399282,rearing,0
40083,-1.2461071,6.6976094,rearing,0
40084,-1.3011295,6.6938877,rearing,0
40085,-1.0805509,6.783451,rearing,0
40086,-1.0495738,6.7257466,rearing,0
40087,-1.006542,7.0021553,rearing,0
40088,-0.9903752,7.306634,rearing,0
40089,-1.2863786,7.8126845,rearing,0
40090,-1.5916235,8.06817,rearing,0
40091,-2.0176175,8.2021885,rearing,0
40092,-2.4540699,8.242447,rearing,0
40093,-2.45406,8.157348,rearing,0
40094,-2.5242503,8.19743,rearing,0
40095,-2.5200453,8.301047,rearing,0
40096,-2.1458368,8.666469,rearing,0
40097,-1.6980175,9.970749,rearing,1
40098,-1.8003445,10.489254,rearing,1
40099,-1.8871526,10.719126,rearing,1
40100,-2.0966067,11.06047,rearing,1
40101,-2.2917345,11.2625065,rearing,1
40102,-2.469974,11.296714,rearing,1
40103,-2.4928036,11.227606,rearing,1
40104,-2.6174068,11.104043,rearing,1
40105,-2.7674139,11.040881,na,1
40106,-2.7987134,10.918705,na,1
40107,-2.9129272,10.640328,na,1
40108,-2.945976,10.550176,na,1
40109,-3.0263126,10.1029625,walking,1
40110,-3.003071,9.391488,walking,0
40111,-2.9795518,8.91379,walking,0
40112,-2.9459286,8.572942,walking,0
40113,-2.8433664,8.218691,walking,0
40114,-2.6181989,8.150971,walking,0
40115,-2.3993144,7.605369,walking,0
40116,-2.0952718,6.8645167,na,0
40117,-1.7831312,6.847161,na,0
40118,-1.3358896,7.14146,na,0
40119,-1.230478,7.3767166,rearing,0
40120,-1.0947471,7.470155,rearing,0
40121,-1.0221733,7.5313544,rearing,0
40122,-0.9244143,7.6613283,rearing,0
40123,-0.7740673,7.798654,rearing,0
40124,-0.6543828,8.103482,rearing,0
40125,-0.5884938,8.32581,rearing,0
40126,-0.5077273,8.345135,rearing,0
40127,-0.57151705,8.413971,rearing,0
40128,-0.5230856,8.431593,rearing,0
40129,-0.5654625,8.509709,rearing,0
40130,-0.40695605,8.662279,rearing,0
40131,-0.24435203,8.765148,rearing,0
40132,0.0320835,8.85005,rearing,0
40133,0.085252315,8.823131,rearing,0
40134,0.4665586,8.707048,rearing,0
40135,0.54740554,8.596762,na,0
40136,0.5808669,8.574576,na,0
40137,0.6494589,8.517038,na,0
40138,0.72716385,8.517095,na,0
40139,0.7883294,8.445169,na,0
40140,0.80466515,8.462,na,0
40141,1.0068318,8.394255,na,3
40142,1.1144788,8.361642,na,3
40143,1.2121397,8.327002,na,3
40144,1.1482329,8.369302,na,3
40145,1.2213691,8.30799,na,3
40146,1.2702924,8.264223,na,3
40147,1.2939692,8.247983,na,3
40148,0.6836809,6.080079,rearing,0
40149,0.70779157,6.084604,rearing,0
40150,0.6822997,6.0043526,rearing,0
40151,0.69192624,5.9963245,rearing,0
40152,0.6983827,6.046631,rearing,0
40153,0.68751794,6.0320044,rearing,0
40154,0.7302068,5.9950852,rearing,0
40155,0.6375793,5.987905,rearing,0
40156,0.6845959,5.965965,rearing,0
40157,0.6066927,5.967914,rearing,0
40158,0.53004414,6.0330496,rearing,0
40159,0.4730793,5.9826746,rearing,0
40160,0.44133136,5.986499,rearing,0
40161,0.43247774,6.023943,rearing,0
40162,0.41594118,5.9807825,rearing,0
40163,0.42424044,6.024408,rearing,0
40164,0.33205143,5.957284,rearing,0
40165,-1.9824367,5.7581162,rearing,0
40166,-2.0920324,5.8592134,rearing,0
40167,-2.1581564,6.092011,rearing,0
40168,-2.3352895,6.2800274,rearing,0
40169,-2.4012325,6.4823103,rearing,0
40170,-2.6868236,6.8103957,rearing,0
40171,-2.962797,7.0678563,rearing,0
40172,-3.1707108,7.3358397,rearing,0
40173,-3.372487,7.6083035,rearing,0
40174,-3.4241686,7.6169906,rearing,0
40175,-3.404656,7.6196504,rearing,0
40176,-3.4176722,7.659635,rearing,0
40177,-3.4167786,7.6720963,rearing,0
40178,-3.3601396,7.747049,rearing,0
40179,-2.569749,8.873459,rearing,0
40180,-2.5010557,9.16619,rearing,0
40181,-2.4226348,9.540167,rearing,1
40182,-2.4451323,9.828059,rearing,1
40183,-2.663514,10.467949,rearing,1
40184,-2.8327413,10.996028,rearing,1
40185,-2.9247975,11.170107,na,1
40186,-3.0091558,11.365865,na,1
40187,-2.9577112,11.429476,na,1
40188,-2.7567651,11.368373,walking,1
40189,-2.4448562,11.241108,walking,1
40190,-2.2817867,11.281525,walking,1
40191,-1.5125098,11.483291,walking,1
40192,-1.0534863,11.619568,walking,1
40193,-0.88180846,11.567802,walking,1
40194,-0.78222,11.600705,na,1
40195,-0.72021335,11.50256,na,1
40196,-0.5388152,11.333103,na,1
40197,-0.42152467,11.044328,na,1
40198,0.052327517,9.988562,na,1
40199,0.15633626,9.731371,na,1
40200,0.19641082,9.679981,na,1
40201,0.27716756,9.553587,na,1
40202,0.3755084,9.576586,na,1
40203,0.3121856,9.534544,na,1
40204,0.34870493,9.576155,na,1
40205,0.35487607,9.652883,na,1
40206,0.36171433,9.65017,na,1
40207,0.6285619,9.747061,na,1
40208,0.62650776,9.707046,na,1
40209,0.67177355,9.762781,na,1
40210,0.69756997,9.705455,na,1
40211,0.62572056,9.735237,na,1
40212,0.62147236,9.7272005,na,1
40213,0.5713971,9.74525,na,1
40214,0.57162714,9.762066,na,1
40215,0.49288434,9.776442,na,1
40216,0.40175474,9.774471,na,1
40217,0.27493355,9.786551,na,1
40218,-1.2061756,10.53756,na,1
40219,-1.5689813,10.741375,na,1
40220,-1.717042,10.826748,na,1
40221,-1.8598547,10.995343,na,1
40222,-1.9806409,11.10116,na,1
40223,-1.9447365,11.156436,na,1
40224,-2.0869563,11.225403,na,1
40225,-2.2233405,11.318752,na,1
40226,-2.2287688,11.356059,na,1
40227,-2.246213,11.374093,na,1
40228,-2.2793455,11.43476,na,1
40229,-2.2942924,11.397161,na,1
40230,-2.280925,11.36353,na,1
40231,-2.2138464,11.2948,na,1
40232,-2.2444787,11.158187,na,1
40233,-2.2755842,11.10366,na,1
40234,-2.4063265,10.927563,na,1
40235,-2.5826375,10.7983885,na,1
40236,-2.6424375,10.782663,na,1
40237,-2.6629856,10.8102255,rearing,1
40238,-2.6623561,10.822329,rearing,1
40239,-2.65024,10.808272,rearing,1
40240,-2.6287174,10.762437,rearing,1
40241,-2.2393737,10.248963,rearing,1
40242,-2.0041158,9.226986,rearing,0
40243,-1.8592168,8.78458,rearing,0
40244,-1.7280666,8.590386,rearing,0
40245,-1.7358371,8.558487,rearing,0
40246,-1.7716848,8.397873,rearing,0
40247,-1.6977996,8.431369,na,0
40248,-1.623844,8.449597,na,0
40249,-1.5145439,8.53096,na,0
40250,-1.489614,8.496633,na,0
40251,-1.0830745,8.486464,na,0
40252,-0.9118297,8.501271,na,0
40253,-0.82992244,8.559423,na,0
40254,2.8839152,11.735186,na,3
40255,2.9060893,11.765296,na,3
40256,2.8898046,11.690773,rearing,3
40257,2.8682258,11.706514,rearing,3
40258,2.8636272,11.6503935,rearing,3
40259,2.8599257,11.589107,rearing,3
40260,0.5112826,7.4592624,rearing,0
40261,0.5553464,7.3263755,rearing,0
40262,0.57277036,7.2822447,rearing,0
40263,0.56795615,7.2922072,rearing,0
40264,0.55543876,7.255408,rearing,0
